month,currency,rate
2022-02-28,EGP,21.4122
2022-02-28,SVC,11.9268
2022-02-28,ERN,20.4435
2022-02-28,ETB,67.7640
2022-02-28,EUR,1.2013
2022-02-28,FJD,2.8977
2022-02-28,XPF,143.3557
2022-02-28,GMD,72.7107
2022-02-28,GEL,4.1977
2022-02-28,GHS,8.5454
2022-02-28,GTQ,10.4938
2022-02-28,GNF,12348.5603
2022-02-28,GYD,285.2520
2022-02-28,HTG,137.7046
2022-02-28,HNL,33.5333
2022-02-28,HKD,10.6186
2022-02-28,HUF,427.2380
2022-02-28,ISK,174.4375
2022-02-28,INR,101.4525
2022-02-28,IDR,19574.6430
2022-02-28,IQD,1989.8328
2022-02-28,ILS,4.2773
2022-02-28,JMD,211.3421
2022-02-28,JPY,155.8339
2022-02-28,JOD,0.9663
2022-02-28,KZT,595.1099
2022-02-28,KES,154.6209
2022-02-28,KWD,0.4120
2022-02-28,KGS,115.5707
2022-02-28,LAK,15387.1315
2022-02-28,LBP,2060.9765
2022-02-28,LSL,20.8626
2022-02-28,USD,1.3629
2022-02-28,LYD,6.2353
2022-02-28,MOP,10.9371
2022-02-28,MKD,73.9714
2022-02-28,MGA,5438.9919
2022-02-28,MWK,1112.6710
2022-02-28,MYR,5.7146
2022-02-28,MVR,21.0704
2022-02-28,MRU,48.6963
2022-02-28,MUR,59.6950
2022-02-28,MXN,27.8962
2022-02-28,MDL,24.6003
2022-02-28,MNT,3901.3002
2022-02-28,MAD,12.6352
2022-02-28,MZN,87.0211
2022-02-28,MMK,2423.4273
2022-02-28,NPR,162.3240
2022-02-28,NZD,2.0071
2022-02-28,NIO,48.3216
2022-02-28,NGN,566.6253
2022-02-28,NOK,11.9617
2022-02-28,OMR,0.5247
2022-02-28,PKR,240.1428
2022-02-28,PAB,1.3629
2022-02-28,PGK,4.7864
2022-02-28,PYG,9503.1289
2022-02-28,PEN,5.2716
2022-02-28,PHP,70.1825
2022-02-28,PLN,5.4361
2022-02-28,QAR,4.9623
2022-02-28,RON,5.9409
2022-02-28,RUB,104.2822
2022-02-28,RWF,1387.5678
2022-02-28,STD,29847.5000
2022-02-28,SAR,5.1128
2022-02-28,RSD,141.2849
2022-02-28,SCR,20.0585
2022-02-28,SLL,15505.1020
2022-02-28,SGD,1.8364
2022-02-28,SBD,11.1076
2022-02-28,SOS,797.2960
2022-02-28,ZAR,20.8626
2022-02-28,KRW,1624.2351
2022-02-28,LKR,275.9871
2022-02-28,SDG,596.2684
2022-02-28,SRD,28.8192
2022-02-28,SZL,20.8626
2022-02-28,SEK,12.4183
2022-02-28,CHF,1.2488
2022-02-28,TWD,37.6726
2022-02-28,TZS,3146.9351
2022-02-28,THB,45.0097
2022-02-28,TOP,1.8874
2022-02-28,TTD,9.1780
2022-02-28,TND,3.9191
2022-02-28,TRY,18.2904
2022-02-28,TMT,4.7701
2022-02-28,UGX,4804.9018
2022-02-28,UAH,38.5562
2022-02-28,UYU,60.6954
2022-02-28,UZS,14742.8261
2022-02-28,VUV,155.1729
2022-02-28,VND,30944.7111
2022-02-28,WST,3.5650
2022-02-28,YER,341.0655
2022-02-28,ZMW,23.6122
2022-02-28,ZWL,493.2332
2022-03-02,AED,4.9876
2022-03-02,ALL,144.9425
2022-03-02,DZD,190.4051
2022-03-02,AOA,715.2615
2022-03-02,XCD,3.6663
2022-03-02,ARS,144.7191
2022-03-02,AMD,652.3739
2022-03-02,AWG,2.4306
2022-03-02,AUD,1.8940
2022-03-02,AZN,2.3071
2022-03-02,BSD,1.3579
2022-03-02,BHD,0.5119
2022-03-02,BDT,116.7457
2022-03-02,BBD,2.7158
2022-03-02,BYN,3.4750
2022-03-02,BZD,2.7158
2022-03-02,XOF,783.7789
2022-03-02,BMD,1.3579
2022-03-02,BTN,101.9462
2022-03-02,BOB,9.3831
2022-03-02,BAM,2.3369
2022-03-02,BWP,15.6170
2022-03-02,BRL,7.0056
2022-03-02,BND,1.8250
2022-03-02,BGN,2.3371
2022-03-02,BIF,2732.1001
2022-03-02,KHR,3041.7012
2022-03-02,XAF,783.7789
2022-03-02,CAD,1.7241
2022-03-02,CVE,132.2597
2022-03-02,KYD,1.1135
2022-03-02,CLP,1088.3249
2022-03-02,CNY,8.6024
2022-03-02,COP,5386.4683
2022-03-02,KMF,587.8342
2022-03-02,CDF,2707.9290
2022-03-02,CRC,868.5483
2022-03-02,HRK,8.9983
2022-03-02,CUP,1.3579
2022-03-02,CZK,29.1140
2022-03-02,DKK,8.8897
2022-03-02,DJF,241.3264
2022-03-02,DOP,77.0745
2022-03-02,ECS,1.3579
2022-03-02,EGP,21.3305
2022-03-02,SVC,11.8844
2022-03-02,ERN,20.3685
2022-03-02,ETB,68.8419
2022-03-02,EUR,1.1949
2022-03-02,FJD,2.9093
2022-03-02,XPF,142.5851
2022-03-02,GMD,72.3762
2022-03-02,GEL,4.0805
2022-03-02,GHS,8.8264
2022-03-02,GTQ,10.4499
2022-03-02,GNF,12289.0281
2022-03-02,GYD,284.1425
2022-03-02,HTG,138.3842
2022-03-02,HNL,33.4324
2022-03-02,HKD,10.5925
2022-03-02,HUF,424.9411
2022-03-02,ISK,169.2014
2022-03-02,INR,101.9462
2022-03-02,IDR,19360.2971
2022-03-02,IQD,1983.2163
2022-03-02,ILS,4.3321
2022-03-02,JMD,213.3843
2022-03-02,JPY,156.7427
2022-03-02,JOD,0.9628
2022-03-02,KZT,581.1143
2022-03-02,KES,154.2577
2022-03-02,KWD,0.4106
2022-03-02,KGS,115.1481
2022-03-02,LAK,15510.6392
2022-03-02,LBP,2053.4201
2022-03-02,LSL,20.4840
2022-03-02,USD,1.3579
2022-03-02,LYD,6.2260
2022-03-02,MOP,10.9102
2022-03-02,MKD,73.5779
2022-03-02,MGA,5406.4896
2022-03-02,MWK,1109.3452
2022-03-02,MYR,5.6832
2022-03-02,MVR,20.9796
2022-03-02,MRU,48.5178
2022-03-02,MUR,59.3879
2022-03-02,MXN,27.6194
2022-03-02,MDL,24.3743
2022-03-02,MNT,3901.9335
2022-03-02,MAD,12.7191
2022-03-02,MZN,86.6749
2022-03-02,MMK,2415.3413
2022-03-02,NPR,163.1139
2022-03-02,NZD,2.0406
2022-03-02,NIO,48.1444
2022-03-02,NGN,564.8874
2022-03-02,NOK,12.0800
2022-03-02,OMR,0.5277
2022-03-02,PKR,238.4476
2022-03-02,PAB,1.3579
2022-03-02,PGK,4.7688
2022-03-02,PYG,9419.5663
2022-03-02,PEN,5.2270
2022-03-02,PHP,69.6502
2022-03-02,PLN,5.3673
2022-03-02,QAR,4.9441
2022-03-02,RON,5.9050
2022-03-02,RUB,171.7470
2022-03-02,RWF,1392.6648
2022-03-02,STD,29602.3000
2022-03-02,SAR,5.0954
2022-03-02,RSD,140.4954
2022-03-02,SCR,19.5903
2022-03-02,SLL,15446.1624
2022-03-02,SGD,1.8250
2022-03-02,SBD,11.0443
2022-03-02,SOS,793.0150
2022-03-02,ZAR,20.4840
2022-03-02,KRW,1626.1561
2022-03-02,LKR,274.8530
2022-03-02,SDG,602.9086
2022-03-02,SRD,28.1514
2022-03-02,SZL,20.4840
2022-03-02,SEK,12.6324
2022-03-02,CHF,1.2531
2022-03-02,TWD,37.8753
2022-03-02,TZS,3140.8288
2022-03-02,THB,43.9383
2022-03-02,TOP,1.8940
2022-03-02,TTD,9.1622
2022-03-02,TND,3.9013
2022-03-02,TRY,18.5130
2022-03-02,TMT,4.7527
2022-03-02,UGX,4774.3864
2022-03-02,UAH,38.2118
2022-03-02,UYU,58.4509
2022-03-02,UZS,14726.5645
2022-03-02,VUV,155.2422
2022-03-02,VND,30899.1021
2022-03-02,WST,3.5763
2022-03-02,YER,339.7132
2022-03-02,ZMW,24.1367
2022-03-02,ZWL,491.4248
2022-03-03,AED,4.9876
2022-03-03,ALL,144.9425
2022-03-03,DZD,190.4051
2022-03-03,AOA,715.2615
2022-03-03,XCD,3.6663
2022-03-03,ARS,144.7191
2022-03-03,AMD,652.3739
2022-03-03,AWG,2.4306
2022-03-03,AUD,1.8940
2022-03-03,AZN,2.3071
2022-03-03,BSD,1.3579
2022-03-03,BHD,0.5119
2022-03-03,BDT,116.7457
2022-03-03,BBD,2.7158
2022-03-03,BYN,3.4750
2022-03-03,BZD,2.7158
2022-03-03,XOF,783.7789
2022-03-03,BMD,1.3579
2022-03-03,BTN,101.9462
2022-03-03,BOB,9.3831
2022-03-03,BAM,2.3369
2022-03-03,BWP,15.6170
2022-03-03,BRL,7.0056
2022-03-03,BND,1.8250
2022-03-03,BGN,2.3371
2022-03-03,BIF,2732.1001
2022-03-03,KHR,3041.7012
2022-03-03,XAF,783.7789
2022-03-03,CAD,1.7241
2022-03-03,CVE,132.2597
2022-03-03,KYD,1.1135
2022-03-03,CLP,1088.3249
2022-03-03,CNY,8.6024
2022-03-03,COP,5386.4683
2022-03-03,KMF,587.8342
2022-03-03,CDF,2707.9290
2022-03-03,CRC,868.5483
2022-03-03,HRK,8.9983
2022-03-03,CUP,1.3579
2022-03-03,CZK,29.1140
2022-03-03,DKK,8.8897
2022-03-03,DJF,241.3264
2022-03-03,DOP,77.0745
2022-03-03,ECS,1.3579
2022-03-03,EGP,21.3305
2022-03-03,SVC,11.8844
2022-03-03,ERN,20.3685
2022-03-03,ETB,68.8419
2022-03-03,EUR,1.1949
2022-03-03,FJD,2.9093
2022-03-03,XPF,142.5851
2022-03-03,GMD,72.3762
2022-03-03,GEL,4.0805
2022-03-03,GHS,8.8264
2022-03-03,GTQ,10.4499
2022-03-03,GNF,12289.0281
2022-03-03,GYD,284.1425
2022-03-03,HTG,138.3842
2022-03-03,HNL,33.4324
2022-03-03,HKD,10.5925
2022-03-03,HUF,424.9411
2022-03-03,ISK,169.2014
2022-03-03,INR,101.9462
2022-03-03,IDR,19360.2971
2022-03-03,IQD,1983.2163
2022-03-03,ILS,4.3321
2022-03-03,JMD,213.3843
2022-03-03,JPY,156.7427
2022-03-03,JOD,0.9628
2022-03-03,KZT,581.1143
2022-03-03,KES,154.2577
2022-03-03,KWD,0.4106
2022-03-03,KGS,115.1481
2022-03-03,LAK,15510.6392
2022-03-03,LBP,2053.4201
2022-03-03,LSL,20.4840
2022-03-03,USD,1.3579
2022-03-03,LYD,6.2260
2022-03-03,MOP,10.9102
2022-03-03,MKD,73.5779
2022-03-03,MGA,5406.4896
2022-03-03,MWK,1109.3452
2022-03-03,MYR,5.6832
2022-03-03,MVR,20.9796
2022-03-03,MRU,48.5178
2022-03-03,MUR,59.3879
2022-03-03,MXN,27.6194
2022-03-03,MDL,24.3743
2022-03-03,MNT,3901.9335
2022-03-03,MAD,12.7191
2022-03-03,MZN,86.6749
2022-03-03,MMK,2415.3413
2022-03-03,NPR,163.1139
2022-03-03,NZD,2.0406
2022-03-03,NIO,48.1444
2022-03-03,NGN,564.8874
2022-03-03,NOK,12.0800
2022-03-03,OMR,0.5277
2022-03-03,PKR,238.4476
2022-03-03,PAB,1.3579
2022-03-03,PGK,4.7688
2022-03-03,PYG,9419.5663
2022-03-03,PEN,5.2270
2022-03-03,PHP,69.6502
2022-03-03,PLN,5.3673
2022-03-03,QAR,4.9441
2022-03-03,RON,5.9050
2022-03-03,RUB,171.7470
2022-03-03,RWF,1392.6648
2022-03-03,STD,29602.3000
2022-03-03,SAR,5.0954
2022-03-03,RSD,140.4954
2022-03-03,SCR,19.5903
2022-03-03,SLL,15446.1624
2022-03-03,SGD,1.8250
2022-03-03,SBD,11.0443
2022-03-03,SOS,793.0150
2022-03-03,ZAR,20.4840
2022-03-03,KRW,1626.1561
2022-03-03,LKR,274.8530
2022-03-03,SDG,602.9086
2022-03-03,SRD,28.1514
2022-03-03,SZL,20.4840
2022-03-03,SEK,12.6324
2022-03-03,CHF,1.2531
2022-03-03,TWD,37.8753
2022-03-03,TZS,3140.8288
2022-03-03,THB,43.9383
2022-03-03,TOP,1.8940
2022-03-03,TTD,9.1622
2022-03-03,TND,3.9013
2022-03-03,TRY,18.5130
2022-03-03,TMT,4.7527
2022-03-03,UGX,4774.3864
2022-03-03,UAH,38.2118
2022-03-03,UYU,58.4509
2022-03-03,UZS,14726.5645
2022-03-03,VUV,155.2422
2022-03-03,VND,30899.1021
2022-03-03,WST,3.5763
2022-03-03,YER,339.7132
2022-03-03,ZMW,24.1367
2022-03-03,ZWL,491.4248
2022-03-31,AED,4.9876
2022-03-31,ALL,144.9425
2022-03-31,DZD,190.4051
2022-03-31,AOA,715.2615
2022-03-31,XCD,3.6663
2022-03-31,ARS,144.7191
2022-03-31,AMD,652.3739
2022-03-31,AWG,2.4306
2022-03-31,AUD,1.8940
2022-03-31,AZN,2.3071
2022-03-31,BSD,1.3579
2022-03-31,BHD,0.5119
2022-03-31,BDT,116.7457
2022-03-31,BBD,2.7158
2022-03-31,BYN,3.4750
2022-03-31,BZD,2.7158
2022-03-31,XOF,783.7789
2022-03-31,BMD,1.3579
2022-03-31,BTN,101.9462
2022-03-31,BOB,9.3831
2022-03-31,BAM,2.3369
2022-03-31,BWP,15.6170
2022-03-31,BRL,7.0056
2022-03-31,BND,1.8250
2022-03-31,BGN,2.3371
2022-03-31,BIF,2732.1001
2022-03-31,KHR,3041.7012
2022-03-31,XAF,783.7789
2022-03-31,CAD,1.7241
2022-03-31,CVE,132.2597
2022-03-31,KYD,1.1135
2022-03-31,CLP,1088.3249
2022-03-31,CNY,8.6024
2022-03-31,COP,5386.4683
2022-03-31,KMF,587.8342
2022-03-31,CDF,2707.9290
2022-03-31,CRC,868.5483
2022-03-31,HRK,8.9983
2022-03-31,CUP,1.3579
2022-03-31,CZK,29.1140
2022-03-31,DKK,8.8897
2022-03-31,DJF,241.3264
2022-03-31,DOP,77.0745
2022-03-31,ECS,1.3579
2022-03-31,EGP,21.3305
2022-03-31,SVC,11.8844
2022-03-31,ERN,20.3685
2022-03-31,ETB,68.8419
2022-03-31,EUR,1.1949
2022-03-31,FJD,2.9093
2022-03-31,XPF,142.5851
2022-03-31,GMD,72.3762
2022-03-31,GEL,4.0805
2022-03-31,GHS,8.8264
2022-03-31,GTQ,10.4499
2022-03-31,GNF,12289.0281
2022-03-31,GYD,284.1425
2022-03-31,HTG,138.3842
2022-03-31,HNL,33.4324
2022-03-31,HKD,10.5925
2022-03-31,HUF,424.9411
2022-03-31,ISK,169.2014
2022-03-31,INR,101.9462
2022-03-31,IDR,19360.2971
2022-03-31,IQD,1983.2163
2022-03-31,ILS,4.3321
2022-03-31,JMD,213.3843
2022-03-31,JPY,156.7427
2022-03-31,JOD,0.9628
2022-03-31,KZT,581.1143
2022-03-31,KES,154.2577
2022-03-31,KWD,0.4106
2022-03-31,KGS,115.1481
2022-03-31,LAK,15510.6392
2022-03-31,LBP,2053.4201
2022-03-31,LSL,20.4840
2022-03-31,USD,1.3579
2022-03-31,LYD,6.2260
2022-03-31,MOP,10.9102
2022-03-31,MKD,73.5779
2022-03-31,MGA,5406.4896
2022-03-31,MWK,1109.3452
2022-03-31,MYR,5.6832
2022-03-31,MVR,20.9796
2022-03-31,MRU,48.5178
2022-03-31,MUR,59.3879
2022-03-31,MXN,27.6194
2022-03-31,MDL,24.3743
2022-03-31,MNT,3901.9335
2022-03-31,MAD,12.7191
2022-03-31,MZN,86.6749
2022-03-31,MMK,2415.3413
2022-03-31,NPR,163.1139
2022-03-31,NZD,2.0406
2022-03-31,NIO,48.1444
2022-03-31,NGN,564.8874
2022-03-31,NOK,12.0800
2022-03-31,OMR,0.5277
2022-03-31,PKR,238.4476
2022-03-31,PAB,1.3579
2022-03-31,PGK,4.7688
2022-03-31,PYG,9419.5663
2022-03-31,PEN,5.2270
2022-03-31,PHP,69.6502
2022-03-31,PLN,5.3673
2022-03-31,QAR,4.9441
2022-03-31,RON,5.9050
2022-03-31,RUB,171.7470
2022-03-31,RWF,1392.6648
2022-03-31,STD,29602.3000
2022-03-31,SAR,5.0954
2022-03-31,RSD,140.4954
2022-03-31,SCR,19.5903
2022-03-31,SLL,15446.1624
2022-03-31,SGD,1.8250
2022-03-31,SBD,11.0443
2022-03-31,SOS,793.0150
2022-03-31,ZAR,20.4840
2022-03-31,KRW,1626.1561
2022-03-31,LKR,274.8530
2022-03-31,SDG,602.9086
2022-03-31,SRD,28.1514
2022-03-31,SZL,20.4840
2022-03-31,SEK,12.6324
2022-03-31,CHF,1.2531
2022-03-31,TWD,37.8753
2022-03-31,TZS,3140.8288
2022-03-31,THB,43.9383
2022-03-31,TOP,1.8940
2022-03-31,TTD,9.1622
2022-03-31,TND,3.9013
2022-03-31,TRY,18.5130
2022-03-31,TMT,4.7527
2022-03-31,UGX,4774.3864
2022-03-31,UAH,38.2118
2022-03-31,UYU,58.4509
2022-03-31,UZS,14726.5645
2022-03-31,VUV,155.2422
2022-03-31,VND,30899.1021
2022-03-31,WST,3.5763
2022-03-31,YER,339.7132
2022-03-31,ZMW,24.1367
2022-03-31,ZWL,491.4248
2022-05-15,AED,4.7924
2022-05-15,ALL,144.3185
2022-05-15,DZD,187.1461
2022-05-15,AOA,537.5377
2022-05-15,XCD,3.5228
2022-05-15,ARS,148.6568
2022-05-15,AMD,612.2020
2022-05-15,AWG,2.3355
2022-05-15,AUD,1.7503
2022-05-15,AZN,2.2168
2022-05-15,BSD,1.3048
2022-05-15,BHD,0.4919
2022-05-15,BDT,112.5347
2022-05-15,BBD,2.6095
2022-05-15,BYN,4.3122
2022-05-15,BZD,2.6095
2022-05-15,XOF,787.6861
2022-05-15,BMD,1.3048
2022-05-15,BTN,99.4187
2022-05-15,BOB,9.0158
2022-05-15,BAM,2.3486
2022-05-15,BWP,15.2871
2022-05-15,BRL,6.0255
2022-05-15,BND,1.7792
2022-05-15,BGN,2.3489
2022-05-15,BIF,2627.7680
2022-05-15,KHR,5281.6304
2022-05-15,XAF,787.6861
2022-05-15,CAD,1.6300
2022-05-15,CVE,132.9802
2022-05-15,KYD,1.0699
2022-05-15,CLP,1063.0456
2022-05-15,CNY,8.3704
2022-05-15,COP,4898.6158
2022-05-15,KMF,590.7646
2022-05-15,CDF,2605.0655
2022-05-15,CRC,853.3657
2022-05-15,HRK,9.0796
2022-05-15,CUP,1.3048
2022-05-15,CZK,29.3078
2022-05-15,DKK,8.9338
2022-05-15,DJF,232.2456
2022-05-15,DOP,71.8918
2022-05-15,ECS,1.3048
2022-05-15,EGP,24.1205
2022-05-15,SVC,11.4218
2022-05-15,ERN,19.5713
2022-05-15,ETB,67.2079
2022-05-15,EUR,1.2008
2022-05-15,FJD,2.7470
2022-05-15,XPF,143.2959
2022-05-15,GMD,70.4565
2022-05-15,GEL,3.9273
2022-05-15,GHS,9.8182
2022-05-15,GTQ,9.9889
2022-05-15,GNF,11612.2844
2022-05-15,GYD,273.0736
2022-05-15,HTG,139.3406
2022-05-15,HNL,32.0228
2022-05-15,HKD,10.2345
2022-05-15,HUF,445.4141
2022-05-15,ISK,166.9233
2022-05-15,INR,99.4187
2022-05-15,IDR,18728.4155
2022-05-15,IQD,1904.9359
2022-05-15,ILS,4.2031
2022-05-15,JMD,201.4181
2022-05-15,JPY,166.6101
2022-05-15,JOD,0.9251
2022-05-15,KZT,577.9393
2022-05-15,KES,150.7639
2022-05-15,KWD,0.3983
2022-05-15,KGS,107.7169
2022-05-15,LAK,15552.6271
2022-05-15,LBP,1975.7774
2022-05-15,LSL,19.6512
2022-05-15,USD,1.3048
2022-05-15,LYD,6.1519
2022-05-15,MOP,10.5415
2022-05-15,MKD,73.9924
2022-05-15,MGA,5274.4563
2022-05-15,MWK,1065.0353
2022-05-15,MYR,5.5869
2022-05-15,MVR,20.1584
2022-05-15,MRU,46.6187
2022-05-15,MUR,56.1695
2022-05-15,MXN,26.0983
2022-05-15,MDL,24.0877
2022-05-15,MNT,3998.4086
2022-05-15,MAD,12.7633
2022-05-15,MZN,83.2822
2022-05-15,MMK,2416.6471
2022-05-15,NPR,159.0700
2022-05-15,NZD,1.9164
2022-05-15,NIO,46.7166
2022-05-15,NGN,542.7763
2022-05-15,NOK,11.4765
2022-05-15,OMR,0.5023
2022-05-15,PKR,242.2269
2022-05-15,PAB,1.3048
2022-05-15,PGK,4.5974
2022-05-15,PYG,8947.8573
2022-05-15,PEN,4.8341
2022-05-15,PHP,68.4831
2022-05-15,PLN,5.5651
2022-05-15,QAR,4.7516
2022-05-15,RON,5.9369
2022-05-15,RUB,107.3157
2022-05-15,RWF,1330.1934
2022-05-15,STD,29748.3000
2022-05-15,SAR,4.8932
2022-05-15,RSD,141.2914
2022-05-15,SCR,18.8112
2022-05-15,SLL,16138.0123
2022-05-15,SGD,1.7792
2022-05-15,SBD,10.5392
2022-05-15,SOS,755.4506
2022-05-15,ZAR,19.6512
2022-05-15,KRW,1612.6720
2022-05-15,LKR,437.0915
2022-05-15,SDG,583.8759
2022-05-15,SRD,27.0703
2022-05-15,SZL,19.6512
2022-05-15,SEK,12.3123
2022-05-15,CHF,1.2348
2022-05-15,TWD,38.1783
2022-05-15,TZS,3029.6310
2022-05-15,THB,44.0516
2022-05-15,TOP,1.7503
2022-05-15,TTD,8.8159
2022-05-15,TND,3.9486
2022-05-15,TRY,19.1472
2022-05-15,TMT,4.5666
2022-05-15,UGX,4612.2951
2022-05-15,UAH,38.3612
2022-05-15,UYU,53.5274
2022-05-15,UZS,14719.9529
2022-05-15,VUV,147.8348
2022-05-15,VND,29962.9957
2022-05-15,WST,3.4013
2022-05-15,YER,326.3181
2022-05-15,ZMW,22.7027
2022-05-15,ZWL,472.1892
2022-05-31,AED,4.7924
2022-05-31,ALL,144.3185
2022-05-31,DZD,187.1461
2022-05-31,AOA,537.5377
2022-05-31,XCD,3.5228
2022-05-31,ARS,148.6568
2022-05-31,AMD,612.2020
2022-05-31,AWG,2.3355
2022-05-31,AUD,1.7503
2022-05-31,AZN,2.2168
2022-05-31,BSD,1.3048
2022-05-31,BHD,0.4919
2022-05-31,BDT,112.5347
2022-05-31,BBD,2.6095
2022-05-31,BYN,4.3122
2022-05-31,BZD,2.6095
2022-05-31,XOF,787.6861
2022-05-31,BMD,1.3048
2022-05-31,BTN,99.4187
2022-05-31,BOB,9.0158
2022-05-31,BAM,2.3486
2022-05-31,BWP,15.2871
2022-05-31,BRL,6.0255
2022-05-31,BND,1.7792
2022-05-31,BGN,2.3489
2022-05-31,BIF,2627.7680
2022-05-31,KHR,5281.6304
2022-05-31,XAF,787.6861
2022-05-31,CAD,1.6300
2022-05-31,CVE,132.9802
2022-05-31,KYD,1.0699
2022-05-31,CLP,1063.0456
2022-05-31,CNY,8.3704
2022-05-31,COP,4898.6158
2022-05-31,KMF,590.7646
2022-05-31,CDF,2605.0655
2022-05-31,CRC,853.3657
2022-05-31,HRK,9.0796
2022-05-31,CUP,1.3048
2022-05-31,CZK,29.3078
2022-05-31,DKK,8.9338
2022-05-31,DJF,232.2456
2022-05-31,DOP,71.8918
2022-05-31,ECS,1.3048
2022-05-31,EGP,24.1205
2022-05-31,SVC,11.4218
2022-05-31,ERN,19.5713
2022-05-31,ETB,67.2079
2022-05-31,EUR,1.2008
2022-05-31,FJD,2.7470
2022-05-31,XPF,143.2959
2022-05-31,GMD,70.4565
2022-05-31,GEL,3.9273
2022-05-31,GHS,9.8182
2022-05-31,GTQ,9.9889
2022-05-31,GNF,11612.2844
2022-05-31,GYD,273.0736
2022-05-31,HTG,139.3406
2022-05-31,HNL,32.0228
2022-05-31,HKD,10.2345
2022-05-31,HUF,445.4141
2022-05-31,ISK,166.9233
2022-05-31,INR,99.4187
2022-05-31,IDR,18728.4155
2022-05-31,IQD,1904.9359
2022-05-31,ILS,4.2031
2022-05-31,JMD,201.4181
2022-05-31,JPY,166.6101
2022-05-31,JOD,0.9251
2022-05-31,KZT,577.9393
2022-05-31,KES,150.7639
2022-05-31,KWD,0.3983
2022-05-31,KGS,107.7169
2022-05-31,LAK,15552.6271
2022-05-31,LBP,1975.7774
2022-05-31,LSL,19.6512
2022-05-31,USD,1.3048
2022-05-31,LYD,6.1519
2022-05-31,MOP,10.5415
2022-05-31,MKD,73.9924
2022-05-31,MGA,5274.4563
2022-05-31,MWK,1065.0353
2022-05-31,MYR,5.5869
2022-05-31,MVR,20.1584
2022-05-31,MRU,46.6187
2022-05-31,MUR,56.1695
2022-05-31,MXN,26.0983
2022-05-31,MDL,24.0877
2022-05-31,MNT,3998.4086
2022-05-31,MAD,12.7633
2022-05-31,MZN,83.2822
2022-05-31,MMK,2416.6471
2022-05-31,NPR,159.0700
2022-05-31,NZD,1.9164
2022-05-31,NIO,46.7166
2022-05-31,NGN,542.7763
2022-05-31,NOK,11.4765
2022-05-31,OMR,0.5023
2022-05-31,PKR,242.2269
2022-05-31,PAB,1.3048
2022-05-31,PGK,4.5974
2022-05-31,PYG,8947.8573
2022-05-31,PEN,4.8341
2022-05-31,PHP,68.4831
2022-05-31,PLN,5.5651
2022-05-31,QAR,4.7516
2022-05-31,RON,5.9369
2022-05-31,RUB,107.3157
2022-05-31,RWF,1330.1934
2022-05-31,STD,29748.3000
2022-05-31,SAR,4.8932
2022-05-31,RSD,141.2914
2022-05-31,SCR,18.8112
2022-05-31,SLL,16138.0123
2022-05-31,SGD,1.7792
2022-05-31,SBD,10.5392
2022-05-31,SOS,755.4506
2022-05-31,ZAR,19.6512
2022-05-31,KRW,1612.6720
2022-05-31,LKR,437.0915
2022-05-31,SDG,583.8759
2022-05-31,SRD,27.0703
2022-05-31,SZL,19.6512
2022-05-31,SEK,12.3123
2022-05-31,CHF,1.2348
2022-05-31,TWD,38.1783
2022-05-31,TZS,3029.6310
2022-05-31,THB,44.0516
2022-05-31,TOP,1.7503
2022-05-31,TTD,8.8159
2022-05-31,TND,3.9486
2022-05-31,TRY,19.1472
2022-05-31,TMT,4.5666
2022-05-31,UGX,4612.2951
2022-05-31,UAH,38.3612
2022-05-31,UYU,53.5274
2022-05-31,UZS,14719.9529
2022-05-31,VUV,147.8348
2022-05-31,VND,29962.9957
2022-05-31,WST,3.4013
2022-05-31,YER,326.3181
2022-05-31,ZMW,22.7027
2022-05-31,ZWL,472.1892
2022-06-30,AED,4.5592
2022-06-30,ALL,142.1044
2022-06-30,DZD,180.6829
2022-06-30,AOA,512.6359
2022-06-30,XCD,3.3514
2022-06-30,ARS,147.1954
2022-06-30,AMD,567.8591
2022-06-30,AWG,2.2218
2022-06-30,AUD,1.7806
2022-06-30,AZN,2.1089
2022-06-30,BSD,1.2471
2022-06-30,BHD,0.4679
2022-06-30,BDT,108.6714
2022-06-30,BBD,2.4825
2022-06-30,BYN,4.2016
2022-06-30,BZD,2.4825
2022-06-30,XOF,774.5124
2022-06-30,BMD,1.2471
2022-06-30,BTN,96.7277
2022-06-30,BOB,8.5770
2022-06-30,BAM,2.3093
2022-06-30,BWP,15.1280
2022-06-30,BRL,6.2063
2022-06-30,BND,1.7209
2022-06-30,BGN,2.3096
2022-06-30,BIF,2496.1522
2022-06-30,KHR,5040.7130
2022-06-30,XAF,774.5124
2022-06-30,CAD,1.6018
2022-06-30,CVE,130.1760
2022-06-30,KYD,1.0178
2022-06-30,CLP,1054.8757
2022-06-30,CNY,8.3774
2022-06-30,COP,5038.2326
2022-06-30,KMF,580.8843
2022-06-30,CDF,2478.7749
2022-06-30,CRC,834.0761
2022-06-30,HRK,8.8972
2022-06-30,CUP,1.2412
2022-06-30,CZK,29.1134
2022-06-30,DKK,8.8078
2022-06-30,DJF,220.9920
2022-06-30,DOP,68.6163
2022-06-30,ECS,1.2471
2022-06-30,EGP,22.6609
2022-06-30,SVC,10.8614
2022-06-30,ERN,18.6187
2022-06-30,ETB,64.2327
2022-06-30,EUR,1.1837
2022-06-30,FJD,2.7209
2022-06-30,XPF,140.8993
2022-06-30,GMD,67.2447
2022-06-30,GEL,3.6493
2022-06-30,GHS,9.5576
2022-06-30,GTQ,9.5159
